split,sample_id,best_pixel_t0,best_pixel_t1,best_pixel_t2,best_pixel_t3
validation,ROIs2017_69_patch_28,59351,0,6159,26
validation,ROIs2017_130_patch_47,16453,32558,11456,5069
validation,ROIs2017_130_patch_203,4630,40099,19629,1178
validation,ROIs2017_69_patch_128,54651,14,10871,0
validation,ROIs1970_83_patch_88,38834,8632,18070,0
validation,ROIs2017_69_patch_26,58247,0,7256,33
validation,ROIs2017_69_patch_43,58108,0,7422,6
validation,ROIs1970_112_patch_223,2,6742,58792,0
validation,ROIs2017_130_patch_241,2628,26732,30777,5399
validation,ROIs2017_69_patch_178,53461,0,10272,1803
validation,ROIs1970_57_patch_1,65165,9,46,316
validation,ROIs2017_69_patch_122,51075,0,14455,6
validation,ROIs1970_112_patch_6,55301,157,10078,0
validation,ROIs1970_112_patch_26,31566,661,33309,0
validation,ROIs2017_69_patch_38,54107,0,11428,1
validation,ROIs1868_127_patch_222,62239,21,3002,274
validation,ROIs2017_69_patch_72,58488,3,7045,0
validation,ROIs1868_127_patch_183,60469,2663,1795,609
validation,ROIs1868_127_patch_257,58396,931,911,5298
validation,ROIs1970_57_patch_75,64448,2,109,977
validation,ROIs2017_130_patch_113,2276,48967,12040,2253
validation,ROIs1970_57_patch_202,61305,260,230,3741
validation,ROIs1970_112_patch_106,2142,0,63394,0
validation,ROIs1970_83_patch_15,39702,6,25828,0
validation,ROIs1970_57_patch_121,61873,17,51,3595
validation,ROIs1970_112_patch_95,45416,0,20120,0
validation,ROIs1868_127_patch_156,61385,0,4151,0
validation,ROIs2017_115_patch_218,40812,24724,0,0
validation,ROIs2017_69_patch_66,55413,0,10123,0
validation,ROIs2017_69_patch_18,51646,0,13890,0
validation,ROIs1868_127_patch_202,61077,2,3911,546
validation,ROIs2017_115_patch_254,38615,24686,2235,0
validation,ROIs2017_115_patch_117,143,65345,48,0
validation,ROIs2017_130_patch_117,18587,28102,14691,4156
validation,ROIs1868_127_patch_106,26493,0,38810,233
validation,ROIs1970_112_patch_53,0,6,65530,0
validation,ROIs2017_130_patch_83,4285,49030,7715,4506
validation,ROIs2017_130_patch_193,3076,35701,26184,575
validation,ROIs2017_115_patch_99,1810,63722,4,0
validation,ROIs2017_69_patch_219,62405,0,3039,92
validation,ROIs1970_83_patch_107,43906,368,21258,4
validation,ROIs1970_83_patch_254,63055,1376,1105,0
validation,ROIs1970_112_patch_27,16577,37,48922,0
validation,ROIs1868_127_patch_216,28703,151,4023,32659
validation,ROIs2017_115_patch_188,48750,16786,0,0
validation,ROIs1970_112_patch_7,47748,240,17548,0
validation,ROIs2017_115_patch_256,40440,23416,1680,0
validation,ROIs2017_130_patch_28,21420,7908,14532,21676
validation,ROIs1868_127_patch_65,39817,10696,15023,0
validation,ROIs2017_130_patch_91,3399,39004,22934,199
validation,ROIs1970_83_patch_257,64647,2,887,0
validation,ROIs1868_127_patch_5,49321,0,16215,0
validation,ROIs2017_69_patch_100,54673,0,10841,22
validation,ROIs2017_130_patch_130,2827,24625,36772,1312
validation,ROIs2017_115_patch_95,14620,50916,0,0
validation,ROIs1970_83_patch_193,53738,10208,1590,0
validation,ROIs1868_127_patch_117,43253,8344,13939,0
validation,ROIs1970_57_patch_181,64179,85,22,1250
validation,ROIs2017_69_patch_153,53562,0,4738,7236
validation,ROIs1970_112_patch_45,2170,2766,60600,0
validation,ROIs2017_69_patch_184,54475,0,11060,1
validation,ROIs2017_115_patch_225,39330,26036,170,0
validation,ROIs2017_69_patch_159,51914,0,13619,3
validation,ROIs1970_112_patch_250,19,42107,23204,206
validation,ROIs1970_57_patch_3,65071,0,9,456
validation,ROIs2017_115_patch_134,6228,59236,72,0
validation,ROIs1970_83_patch_122,46333,1171,17991,41
validation,ROIs1970_57_patch_191,59531,61,214,5730
validation,ROIs2017_115_patch_11,3617,61919,0,0
validation,ROIs2017_115_patch_67,20367,44544,625,0
validation,ROIs1970_83_patch_275,63659,4,1873,0
validation,ROIs1868_127_patch_68,19400,311,45816,9
validation,ROIs1970_83_patch_97,60230,287,5019,0
validation,ROIs2017_130_patch_121,5129,48397,11421,589
validation,ROIs1970_112_patch_194,22219,1147,42170,0
validation,ROIs1970_57_patch_243,51049,355,288,13844
validation,ROIs1868_127_patch_115,51245,6949,7339,3
validation,ROIs2017_69_patch_248,57648,0,7324,564
validation,ROIs2017_130_patch_7,9998,15024,21331,19183
validation,ROIs1970_57_patch_212,64646,32,52,806
validation,ROIs1970_112_patch_113,2225,464,62847,0
validation,ROIs2017_115_patch_42,20179,45246,111,0
validation,ROIs1970_57_patch_42,65480,0,1,55
validation,ROIs1970_83_patch_244,53502,858,11003,173
validation,ROIs2017_115_patch_133,3013,62523,0,0
validation,ROIs1970_57_patch_34,65300,0,7,229
validation,ROIs2017_130_patch_229,22787,13460,28336,953
validation,ROIs2017_69_patch_235,56417,0,8874,245
validation,ROIs2017_115_patch_31,2196,63321,19,0
validation,ROIs2017_69_patch_157,52031,0,13456,49
validation,ROIs1970_57_patch_166,61785,130,208,3413
validation,ROIs2017_69_patch_39,45623,0,19878,35
validation,ROIs1868_127_patch_233,59443,48,6045,0
validation,ROIs2017_130_patch_242,3012,32211,27411,2902
validation,ROIs1970_57_patch_151,63022,223,65,2226
validation,ROIs2017_130_patch_52,27931,5004,26875,5726
validation,ROIs1970_83_patch_276,55215,89,10232,0
validation,ROIs1970_57_patch_171,55212,23,148,10153
validation,ROIs2017_130_patch_173,3706,33134,27539,1157
validation,ROIs1868_127_patch_252,60088,19,5396,33
validation,ROIs1970_57_patch_201,62705,43,55,2733
validation,ROIs2017_130_patch_31,4655,15698,42270,2913
validation,ROIs2017_115_patch_131,9823,55431,282,0
validation,ROIs2017_130_patch_64,8851,17128,30109,9448
validation,ROIs2017_69_patch_271,63884,0,1492,160
validation,ROIs1970_112_patch_243,0,13231,52305,0
validation,ROIs1970_83_patch_4,34883,104,30549,0
validation,ROIs2017_130_patch_19,2619,20238,41181,1498
validation,ROIs2017_115_patch_58,18726,46810,0,0
validation,ROIs2017_69_patch_53,51684,8,13844,0
validation,ROIs2017_69_patch_46,54084,0,11412,40
validation,ROIs1970_83_patch_250,64505,9,1022,0
validation,ROIs1970_83_patch_166,25778,6236,33522,0
validation,ROIs1970_57_patch_203,63430,15,341,1750
validation,ROIs2017_69_patch_189,48570,0,16966,0
validation,ROIs1970_57_patch_79,64007,202,369,958
validation,ROIs1970_57_patch_226,47925,32,9,17570
validation,ROIs2017_69_patch_92,53865,0,11671,0
validation,ROIs1868_127_patch_147,25518,31915,4723,3380
validation,ROIs1970_83_patch_32,41031,0,24505,0
validation,ROIs2017_115_patch_37,46529,15789,3218,0
validation,ROIs2017_130_patch_182,2717,28572,33378,869
validation,ROIs2017_69_patch_257,56453,0,8266,817
validation,ROIs1868_127_patch_39,54923,17,10596,0
validation,ROIs1868_127_patch_82,43460,4989,17084,3
validation,ROIs2017_130_patch_181,6611,33547,22880,2498
validation,ROIs1970_83_patch_168,25831,26191,13514,0
validation,ROIs1868_127_patch_178,50265,51,15220,0
validation,ROIs1970_57_patch_118,60794,93,281,4368
validation,ROIs2017_130_patch_227,1514,18886,40803,4333
validation,ROIs1970_112_patch_155,9626,2183,53727,0
validation,ROIs1970_112_patch_214,5737,59603,196,0
validation,ROIs1970_112_patch_145,0,0,65536,0
validation,ROIs2017_115_patch_124,628,64898,10,0
validation,ROIs2017_115_patch_251,39760,25776,0,0
validation,ROIs2017_115_patch_127,1871,63630,35,0
validation,ROIs1970_57_patch_21,62265,21,483,2767
validation,ROIs1970_83_patch_117,55706,460,8747,623
validation,ROIs1970_112_patch_181,0,0,65536,0
validation,ROIs2017_130_patch_183,3850,34984,26459,243
validation,ROIs2017_130_patch_129,7541,38596,17345,2054
validation,ROIs2017_115_patch_130,8868,56596,72,0
validation,ROIs2017_69_patch_41,44130,0,21388,18
validation,ROIs1970_57_patch_145,65336,2,0,198
validation,ROIs2017_115_patch_211,30338,35198,0,0
validation,ROIs1970_57_patch_253,60171,460,105,4800
validation,ROIs1970_57_patch_92,61442,10,30,4054
validation,ROIs1970_83_patch_223,40511,19908,5039,78
test,ROIs1970_83_patch_259,58994,23,6519,0
test,ROIs1868_127_patch_207,57314,798,7414,10
test,ROIs2017_69_patch_80,56969,0,8490,77
test,ROIs2017_115_patch_153,14601,50815,120,0
test,ROIs1970_112_patch_244,0,132,65403,1
test,ROIs1868_127_patch_238,46956,0,844,17736
test,ROIs2017_130_patch_12,5594,11862,47487,593
test,ROIs2017_69_patch_42,50900,0,14636,0
test,ROIs1970_83_patch_83,17735,20941,26860,0
test,ROIs2017_130_patch_259,3921,32220,20758,8637
test,ROIs2017_115_patch_65,23847,41022,667,0
test,ROIs1970_83_patch_214,64543,332,661,0
test,ROIs1970_112_patch_199,9,587,64940,0
test,ROIs1970_83_patch_167,44124,5539,15663,210
test,ROIs2017_115_patch_114,699,64837,0,0
test,ROIs1868_127_patch_93,34113,102,22217,9104
test,ROIs2017_130_patch_191,2708,13196,45738,3894
test,ROIs2017_69_patch_216,57336,0,8144,56
test,ROIs2017_130_patch_204,5639,24642,32107,3148
test,ROIs2017_115_patch_9,9088,56448,0,0
test,ROIs1970_57_patch_205,64622,13,7,894
test,ROIs1970_112_patch_153,23130,1339,41067,0
test,ROIs1868_127_patch_23,54709,86,10741,0
test,ROIs1970_83_patch_26,28139,4581,32816,0
test,ROIs1868_127_patch_29,37932,12543,15061,0
test,ROIs2017_130_patch_36,2471,25963,37082,20
test,ROIs1970_57_patch_249,61345,299,189,3703
test,ROIs2017_69_patch_156,52677,0,12850,9
test,ROIs1970_57_patch_248,64042,346,22,1126
test,ROIs1970_83_patch_284,46396,7287,11853,0
test,ROIs2017_115_patch_267,42231,23305,0,0
test,ROIs1970_112_patch_233,5602,1351,58583,0
test,ROIs2017_115_patch_119,13913,50860,763,0
test,ROIs1970_57_patch_213,65182,32,0,322
test,ROIs1970_83_patch_53,42219,36,23281,0
test,ROIs2017_115_patch_214,50979,14518,39,0
test,ROIs1970_83_patch_6,36724,871,27941,0
test,ROIs1970_57_patch_142,59653,158,79,5646
test,ROIs1970_83_patch_160,36124,5042,21694,2676
test,ROIs1868_127_patch_112,41384,8425,12485,3242
test,ROIs2017_115_patch_108,8449,56012,1075,0
test,ROIs1970_112_patch_132,0,27,65509,0
test,ROIs2017_69_patch_243,57267,0,8163,106
test,ROIs2017_69_patch_182,53642,0,11884,10
test,ROIs2017_115_patch_208,46729,18807,0,0
test,ROIs2017_69_patch_186,57193,0,8325,18
test,ROIs2017_115_patch_165,15015,50438,83,0
test,ROIs2017_115_patch_222,28424,27701,9411,0
test,ROIs1970_83_patch_212,58207,5999,1330,0
test,ROIs2017_69_patch_70,62048,15,3473,0
test,ROIs1970_112_patch_1,0,0,65536,0
test,ROIs1970_112_patch_240,0,12435,53101,0
test,ROIs2017_130_patch_145,5360,36006,24019,151
test,ROIs1970_112_patch_57,0,0,65536,0
test,ROIs2017_115_patch_47,1457,64076,3,0
test,ROIs1970_112_patch_216,0,412,65124,0
test,ROIs2017_130_patch_190,1433,19905,42316,1882
test,ROIs1970_83_patch_209,39970,23880,1686,0
test,ROIs2017_130_patch_224,3969,18277,41576,1714
test,ROIs2017_130_patch_146,1458,41276,22488,314
test,ROIs2017_69_patch_65,57782,0,7743,11
test,ROIs2017_130_patch_8,9011,17238,18173,21114
test,ROIs2017_69_patch_33,56373,2,9161,0
test,ROIs1970_112_patch_71,238,2281,62962,55
test,ROIs2017_130_patch_124,6319,13011,29420,16786
test,ROIs2017_69_patch_155,52747,0,12290,499
test,ROIs2017_130_patch_127,5651,44183,15593,109
test,ROIs1970_112_patch_51,280,23,65233,0
test,ROIs1970_57_patch_119,62011,5,217,3303
test,ROIs1970_57_patch_38,58408,24,509,6595
test,ROIs1970_112_patch_33,1455,9,64072,0
test,ROIs1868_127_patch_118,41633,2227,21523,153
test,ROIs1970_83_patch_165,18718,31844,14973,1
test,ROIs1970_112_patch_183,3,244,65289,0
test,ROIs1868_127_patch_160,43100,17,22419,0
test,ROIs1970_57_patch_143,61797,115,245,3379
test,ROIs2017_69_patch_197,56437,0,8951,148
test,ROIs1970_112_patch_164,224,803,64509,0
test,ROIs1970_57_patch_161,63205,5,2,2324
test,ROIs1970_83_patch_133,64510,58,942,26
test,ROIs1970_112_patch_210,3,553,64980,0
test,ROIs2017_130_patch_81,9299,41405,10035,4797
test,ROIs2017_130_patch_187,5472,32538,24115,3411
test,ROIs1970_57_patch_164,59277,235,645,5379
test,ROIs1868_127_patch_94,34431,6,16480,14619
test,ROIs2017_115_patch_237,52028,13368,140,0
test,ROIs2017_130_patch_45,10568,21967,12692,20309
test,ROIs1970_112_patch_124,6348,14700,43216,1272
test,ROIs1868_127_patch_186,48007,10120,7045,364
test,ROIs1970_57_patch_231,62801,253,142,2340
test,ROIs1970_83_patch_64,14347,25701,25488,0
test,ROIs2017_130_patch_30,3380,23304,35934,2918
test,ROIs2017_69_patch_11,53120,0,12404,12
test,ROIs2017_130_patch_205,4141,37400,23951,44
test,ROIs2017_115_patch_273,37241,21511,6784,0
test,ROIs1970_57_patch_174,62579,56,27,2874
test,ROIs2017_115_patch_217,51536,14000,0,0
test,ROIs1970_112_patch_90,0,0,65536,0
test,ROIs2017_115_patch_73,36644,24825,4067,0
test,ROIs2017_115_patch_105,3573,61766,197,0
test,ROIs2017_69_patch_131,57568,0,7968,0
test,ROIs2017_130_patch_106,9019,9621,37800,9096
test,ROIs1970_83_patch_218,45462,18221,1853,0
test,ROIs2017_115_patch_276,49409,10503,5624,0
test,ROIs2017_130_patch_72,6417,31210,26672,1237
test,ROIs1868_127_patch_78,50884,1942,12710,0
test,ROIs1868_127_patch_63,32837,17776,14923,0
test,ROIs2017_130_patch_253,11619,25437,21614,6866
test,ROIs1970_112_patch_267,0,61903,11,3622
test,ROIs1970_112_patch_212,3611,18258,43550,117
test,ROIs1868_127_patch_3,56552,0,8984,0
test,ROIs1970_112_patch_180,0,0,65536,0
test,ROIs2017_115_patch_259,41974,11673,11889,0
test,ROIs1970_112_patch_220,0,5261,60275,0
test,ROIs1970_83_patch_62,11299,21706,32531,0
test,ROIs1868_127_patch_251,56008,1871,7657,0
test,ROIs1970_83_patch_103,24261,7280,33961,34
test,ROIs1970_83_patch_121,43403,1819,20314,0
test,ROIs1970_57_patch_6,60169,15,309,5043
test,ROIs2017_69_patch_174,49976,0,15367,193
test,ROIs2017_69_patch_54,58299,0,7237,0
test,ROIs1970_83_patch_283,39947,7103,18215,271
test,ROIs1970_83_patch_274,61502,64,3970,0
test,ROIs1868_127_patch_1,58035,0,7501,0
test,ROIs1970_83_patch_240,60767,2,4767,0
test,ROIs2017_130_patch_169,4614,29186,30629,1107
test,ROIs2017_115_patch_78,17217,48240,79,0
test,ROIs1868_127_patch_203,62423,474,2519,120
test,ROIs2017_69_patch_202,56338,0,9070,128
test,ROIs2017_115_patch_15,40373,24952,211,0
test,ROIs2017_115_patch_155,16109,49419,8,0
test,ROIs1970_112_patch_25,25341,4117,36078,0
test,ROIs1970_83_patch_138,54981,8,10547,0
test,ROIs2017_130_patch_109,5075,36813,23612,36
test,ROIs2017_130_patch_194,2820,43845,15110,3761
test,ROIs1868_127_patch_240,62851,453,1083,1149
test,ROIs1868_127_patch_105,39093,308,26132,3
test,ROIs1970_112_patch_149,25,179,65332,0
test,ROIs2017_69_patch_116,51185,0,14330,21
test,ROIs1970_83_patch_266,65384,0,152,0
test,ROIs2017_69_patch_261,53747,0,11527,262
test,ROIs2017_115_patch_82,15292,50166,78,0
test,ROIs2017_130_patch_143,415,9107,16912,39102
test,ROIs2017_115_patch_115,11589,53947,0,0
test,ROIs1868_127_patch_237,62208,0,243,3085
test,ROIs1970_112_patch_239,0,1891,63645,0
test,ROIs2017_69_patch_240,48155,0,16547,834
test,ROIs1868_127_patch_6,52307,0,13229,0
test,ROIs2017_130_patch_199,3585,24950,32891,4110
test,ROIs2017_69_patch_63,59721,0,5797,18
test,ROIs2017_69_patch_272,60795,0,4126,615
test,ROIs1868_127_patch_20,56326,0,9210,0
test,ROIs1970_83_patch_228,64670,161,705,0
test,ROIs2017_115_patch_77,15276,50241,19,0
test,ROIs2017_69_patch_89,62916,0,2620,0
test,ROIs1868_127_patch_132,39014,19402,7120,0
test,ROIs2017_69_patch_277,44406,0,21054,76
test,ROIs1868_127_patch_108,45388,18355,1779,14
test,ROIs2017_69_patch_204,53824,0,11707,5
test,ROIs1970_57_patch_194,65168,6,47,315
test,ROIs1970_112_patch_143,68,47607,17766,95
test,ROIs1970_112_patch_46,12105,583,52848,0
test,ROIs2017_115_patch_169,51409,14023,104,0
test,ROIs2017_69_patch_245,57236,0,7947,353
test,ROIs1970_112_patch_160,2405,19780,43351,0
test,ROIs1970_83_patch_120,55935,1115,8486,0
test,ROIs1970_83_patch_157,57367,1144,7025,0
test,ROIs1970_83_patch_18,38958,889,25127,562
test,ROIs2017_130_patch_167,6115,36762,19879,2780
test,ROIs2017_115_patch_36,38579,25597,1360,0
test,ROIs2017_69_patch_224,55932,0,9502,102
test,ROIs1868_127_patch_137,54938,3534,7064,0
test,ROIs2017_69_patch_68,61024,0,4512,0
test,ROIs1868_127_patch_141,40195,0,25341,0
test,ROIs2017_69_patch_150,52917,0,12619,0
test,ROIs2017_130_patch_217,4338,31780,27305,2113
test,ROIs1970_57_patch_103,61589,15,55,3877
test,ROIs1868_127_patch_119,53405,266,11864,1
test,ROIs1868_127_patch_12,32535,28080,4921,0
test,ROIs1970_83_patch_173,59581,2846,3107,2
test,ROIs2017_115_patch_113,37599,27601,336,0
test,ROIs1970_112_patch_138,9518,2,56016,0
test,ROIs1868_127_patch_214,59697,19,5820,0
test,ROIs1970_57_patch_61,64758,6,396,376
test,ROIs1970_83_patch_172,44292,14049,7156,39
test,ROIs1970_83_patch_8,27201,152,38183,0
test,ROIs2017_130_patch_186,10448,27853,26163,1072
test,ROIs1970_112_patch_93,5404,0,60132,0
test,ROIs1970_112_patch_154,33042,3339,29155,0
test,ROIs1970_83_patch_163,33008,23033,9256,239
test,ROIs2017_69_patch_191,62545,0,2941,50
test,ROIs1868_127_patch_196,53141,6921,5474,0
